,SERIES_NAME,TotalAssets,TotalLiabilities
4796,KFA Large Cap Quality Dividend Index ETF,5773627.73,2620.42
4797,KFA Mount Lucas Managed Futures Index Strategy ETF,262659045.59,1233172.07
4798,KFA Small Cap Quality Dividend Index ETF,6290695.31,3004.84
4799,KFA Value Line(R) Dynamic Core Equity Index ETF,31080385.77,13932.71
4800,KKR Credit Opportunities Portfolio,798989353.66,263524163.55
4801,KKR Income Opportunities Fund,454461953.91,186664386.54
4802,KKR Real Estate Select Trust Inc.,1604056428.06,12173520.56
4803,KL Allocation Fund,51252433.62,158906.33
4804,KOVITZ CORE EQUITY ETF,773479464.57,3002035.58
4805,KPOP and Korean Entertainment ETF,3059644.54,1841.83
4806,Keeley Mid Cap Dividend Value Fund,118066894.39,165707.68
4807,Keeley Small Cap Dividend Value Fund,309270939.1,511735.13
4808,Keeley Small-Mid Cap Value Fund,29186700.29,80093.87
4809,Kelly CRISPR & Gene Editing Technology ETF,4862649.8,831685.14
4810,Kelly Hotel & Lodging Sector ETF,694672.36,437.03
4811,Kelly Residential & Apartment Real Estate ETF,279183.36,163.39
4812,Kennedy Capital ESG SMID Cap Fund,39275660.11,391495.04
4813,Kennedy Capital Small Cap Growth Fund,538939.76,63453.1
4814,Kennedy Capital Small Cap Value Fund,5710236.3,95623.7
4815,Kensington Managed Income Fund,984226306.07,3215870.86
4816,Kentucky Tax-Free Short-to-Medium Series,41468995.88,119069.87
4817,Kinetics Alternative Income Fund Feeder 1,7403421.07,19350.72
4818,Kinetics Alternative Income Portfolios,7381041.72,27580.1
4819,Kinetics Global Fund Feeder 1,28487475.78,36152.91
4820,Kinetics Internet Fund Feeder 1,148146057.61,87937.74
4821,Kinetics Internet Portfolio,149310250.42,1177944.2
4822,Kinetics Market Opportunities Feeder 1,140128676.27,83469.35
4823,Kinetics Market Opportunities Portfolio,142361192.99,2381444.25
4824,Kinetics Medical Fund Feeder 1,19332883.98,17783.12
4825,Kinetics Medical Portfolio,19273527.49,33558.94
4826,Kinetics Paradigm Fund Feeder 1,1078160999.28,566592.21
4827,Kinetics Paradigm Portfolio,1115825644.12,2144706.1
4828,Kinetics Small Cap Opportunities Fund Feeder 1,458783152.3,220746.27
4829,"Kirr, Marbach Partners Value Fund",65468146.57,160623.81
4830,Knights of Columbus Core Bond Fund,165137903.21,1772642.87
4831,Knights of Columbus International Equity Fund,151451625.19,220478.59
4832,Knights of Columbus Large Cap Growth Fund,127416789.46,1238852.8
4833,Knights of Columbus Large Cap Value Fund,146853502.02,129016.82
4834,Knights of Columbus Limited Duration Bond Fund,151942900.83,92515.84
4835,Knights of Columbus Long/Short Equity Fund,102076292.83,30470280.21
4836,Knights of Columbus Real Estate Fund,139578595.2,129785.05
4837,Knights of Columbus U.S. ALL CAP INDEX FUND,83396983.87,3370188.56
4838,Kopernik Global All-Cap Fund,1977300974.18,5006227.34
4839,Kopernik International Fund,631627746.4,657694
4840,"Korea Fund, Inc.",140057747.26,17174203.64
4841,KraneShares Asia Pacific High Income Bond ETF,18835950.87,9930.98
4842,KraneShares Bosera MSCI China A 50 Connect Index ETF,458154812,226342.74
4843,KraneShares CICC China 5G and Semiconductor Index ETF,13398016.47,261169.66
4844,KraneShares CICC China Consumer Leaders Index ETF,6920613.57,224124.38
4845,KraneShares CICC China Leaders 100 Index ETF,5666529.78,3335.24
4846,KraneShares CSI China Internet ETF,6576920490.27,73283715.57
4847,KraneShares California Carbon Allowance Strategy ETF,243160886.28,156013.25
4848,KraneShares China Innovation ETF,1692145.9,164706.85
4849,KraneShares Electric Vehicles and Future Mobility Index ETF,200141955.12,17187361.98
4850,KraneShares Electrification Metals Strategy ETF,22049623.68,14164.73
4851,KraneShares Emerging Markets Consumer Technology Index ETF,32968131.72,1992422
4852,KraneShares European Carbon Allowance Strategy ETF,21505945.06,14654.43
4853,KraneShares Global Carbon Strategy ETF,587143994.1,489232.41
4854,KraneShares Hang Seng TECH Index ETF,7198147.51,4038.88
4855,KraneShares MSCI All China Health Care Index ETF,104648798.37,51454.35
4856,KraneShares MSCI All China Index ETF,5298175.3,2215.7
4857,KraneShares MSCI China Clean Technology Index ETF,90115843.55,61403.78
4858,KraneShares MSCI China ESG Leaders Index ETF,4806625.38,2323.84
4859,KraneShares S&P Pan Asia Dividend Aristocrats Index ETF,2574151.5,1436.23
4860,KraneShares SSE Star Market 50 Index ETF,40715854.76,29994.93
4861,LARGE CAP INTERNATIONAL PORTFOLIO,6047296568.46,371017351.59
4862,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,237369839.25,29035068.88
4863,LDR Real Estate Value - Opportunity Fund,28263221.33,30255.26
4864,LEBENTHAL ULTRA SHORT TAX-FREE INCOME FUND,24005301.73,1339823.66
4865,LGM Risk Managed Total Return Fund,14509965.6,92075.18
4866,LHA Market State Alpha Seeker ETF,44489395.63,432515.29
4867,LHA Market State Tactical Beta ETF,189629093.36,13162849.37
4868,LHA Market State Tactical Q ETF,3730026,237559.85
4869,LISANTI SMALL CAP GROWTH FUND,60661600.16,76593.67
4870,LK Balanced Fund,28677140.03,61054.27
4871,LKCM Balanced Fund,108985922.31,235519.79
4872,LKCM Equity Fund,461666176.08,982106.86
4873,LKCM Fixed Income Fund,275854397.58,462195.64
4874,LKCM International Equity Fund,45147081.71,138187.99
4875,LKCM Small Cap Equity Fund,170522673.77,413416.37
4876,LKCM Small-Mid Cap Equity Fund,15296850.09,61869.47
4877,LMP Capital & Income Fund Inc.,318224575.48,61617132.99
4878,LORD ABBETT AFFILIATED FUND INC,5652342093.45,45287284.66
4879,LORD ABBETT DEVELOPING GROWTH FUND INC,2775866029.55,54370373.39
4880,LORD ABBETT GLOBAL BOND FUND,11122362.98,1207014.22
4881,LORD ABBETT MID CAP STOCK FUND INC,1074373925.69,2359294.72
4882,LOW-DURATION BOND FUND,1013477933.41,26943080.18
4883,LSV Conservative Value Equity Fund,148322097.82,69302.29
4884,LSV Emerging Markets Equity Fund,20221452.57,96824.33
4885,LSV Global Managed Volatility Fund,31920000.49,12782.47
4886,LSV Global Value Fund,72226145.61,76341.26
4887,LSV Small Cap Value Fund,439562056.23,783154.17
4888,LSV U.S. Managed Volatility Fund,42141128,15591.85
4889,LSV Value Equity Fund,1532331667.18,1765986.88
4890,LVIP American Balanced Allocation Fund,803549040.8,437615.51
4891,LVIP American Century Select Mid Cap Managed Volatility Fund,744724172.12,253878620.03
4892,LVIP American Global Balanced Allocation Managed Risk Fund,2069848384.63,789214820.16
4893,LVIP American Global Growth Allocation Managed Risk Fund,3931744588.89,1434952374.31
4894,LVIP American Global Growth Fund,297046477.22,179548.16
4895,LVIP American Growth Allocation Fund,764534765.48,464672.52
4896,LVIP American Growth Fund,1317134261.27,698424.47
4897,LVIP American Growth-Income Fund,1093417300.22,579732.12
4898,LVIP American Income Allocation Fund,176116723.88,119982.43
4899,LVIP American International Fund,269453124.6,165208.16
4900,LVIP American Preservation Fund,678864073.21,361357.75
4901,LVIP Baron Growth Opportunities Fund,770819410.96,805874.15
4902,LVIP BlackRock Dividend Value Managed Volatility Fund,2578569346.08,838463253.84
4903,LVIP BlackRock Global Allocation Fund,4153405847.85,2094013865.42
4904,LVIP BlackRock Global Allocation Managed Risk Fund,1344698113.37,634547660.87
4905,LVIP BlackRock Global Growth ETF Allocation Managed Risk Fund,804114217.81,369123993.16
4906,LVIP BlackRock Inflation Protected Bond Fund,1630280249.66,220395963.65
4907,LVIP BlackRock U.S. Growth ETF Allocation Managed Risk Fund,1048911913.44,477624598.19
4908,LVIP Blended Large Cap Growth Managed Volatility Fund,2003048171.25,632611612.39
4909,LVIP Blended Mid Cap Managed Volatility Fund,1140207513.31,380005215.73
4910,LVIP Channing Small Cap Value Fund,86481865.97,205665.65
4911,LVIP ClearBridge Franklin Select Large Cap Managed Volatility Fund,707024596.66,233049831.47
4912,LVIP Delaware Bond Fund,6360963573.85,183356678.36
4913,LVIP Delaware Diversified Floating Rate Fund,859629663.82,59559347.4
4914,LVIP Delaware Limited-Term Diversified Income Fund,1150658419.72,913976.45
4915,LVIP Delaware Mid Cap Value Fund,902524438.76,417900.14
4916,LVIP Delaware SMID Cap Core Fund,562622408.77,621993.94
4917,LVIP Delaware Social Awareness Fund,655925603.1,353989.53
4918,LVIP Delaware U.S. Growth Fund,320552211.01,1276215.11
4919,LVIP Delaware Value Fund,719110527.81,560243.65
4920,LVIP Delaware Wealth Builder Fund,126705791.02,511073.12
4921,LVIP Dimensional International Core Equity Fund,499676473.54,3314572.83
4922,LVIP Dimensional U.S. Equity Managed Volatility Fund,1299063259.86,406525138.81
4923,LVIP Franklin Templeton Global Equity Managed Volatility Fund,1466214267.38,527842678.47
4924,LVIP Global Conservative Allocation Managed Risk Fund,1407892478.58,549852656.87
4925,LVIP Global Growth Allocation Managed Risk Fund,9583340967.18,3731132876.41
4926,LVIP Global Income Fund,1116114822.71,563496421.9
4927,LVIP Global Moderate Allocation Managed Risk Fund,7956527369.53,3135066916.66
4928,LVIP Invesco Select Equity Income Managed Volatility Fund,676350626.81,234220747.37
4929,LVIP JPMorgan Select Mid Cap Value Managed Volatility Fund,825929810.65,255261875.41
4930,LVIP MFS International Equity Managed Volatility Fund,1040262344.65,461987491.48
4931,LVIP MFS International Growth Fund,1429092892.64,1439310.94
4932,LVIP Mondrian International Value Fund,835327820.97,651005.57
4933,LVIP Multi-Manager Global Equity Managed Volatility Fund,180592432.15,78664148.27
4934,LVIP PIMCO Low Duration Bond Fund,1193435160.97,28594029.85
4935,LVIP SSGA Bond Index Fund,2434523547.59,48339274.86
4936,LVIP SSGA Conservative Index Allocation Fund,132396472.75,88139.28
4937,LVIP SSGA Conservative Structured Allocation Fund,147004940.85,96642.26
4938,LVIP SSGA Developed International 150 Fund,753261423.15,336094.43
4939,LVIP SSGA Emerging Markets 100 Fund,455859636.09,930991.04
4940,LVIP SSGA Emerging Markets Equity Index Fund,331226233.35,1609454.41
4941,LVIP SSGA International Index Fund,2274136615.84,995117.73
4942,LVIP SSGA International Managed Volatility Fund,567478209.96,254229675.8
4943,LVIP SSGA Large Cap Managed Volatility Fund,1192355286.75,420537464.31
4944,LVIP SSGA Mid-Cap Index Fund,848361040.01,355904.7
4945,LVIP SSGA Moderate Index Allocation Fund,533798062.15,174955.91
4946,LVIP SSGA Moderately Aggressive Index Allocation Fund,485767562.45,155777.5
4947,LVIP SSGA Moderately Aggressive Structured Allocation Fund,442728221.38,181247.78
4948,LVIP SSGA Nasdaq-100 Index Fund,80826083.77,70318.03
4949,LVIP SSGA S&P 500 Index Fund,8946292195.77,2427638.44
4950,LVIP SSGA SMID Cap Managed Volatility Fund,1008609111.27,425781134.61
4951,LVIP SSGA Short-Term Bond Index Fund,272660870.51,4950138.3
4952,LVIP SSGA Small-Cap Index Fund,1867174171.97,795173.24
4953,LVIP SSGA Small-Mid Cap 200 Fund,424655618.84,216174.81
4954,LVIP T. Rowe Price 2020 Fund,91996157.93,58681.1
4955,LVIP T. Rowe Price 2030 Fund,158640843.63,74761.67
4956,LVIP T. Rowe Price 2040 Fund,127303232.67,69917.83
4957,LVIP T. Rowe Price 2050 Fund,68083611.83,55092.4
4958,LVIP T. Rowe Price 2060 Fund,10019900.66,39894.32
4959,LVIP T. Rowe Price Growth Stock Fund,1309664809.08,890022.07
4960,LVIP T. Rowe Price Structured Mid-Cap Growth Fund,1013074774.85,759609.99
4961,LVIP U.S. Aggressive Growth Allocation Managed Risk Fund,334499109.7,164902142.55
4962,LVIP U.S. Growth Allocation Managed Risk Fund,2958852864.7,1345184297
4963,LVIP Vanguard Bond Allocation Fund,1049901790.72,723674.02
4964,LVIP Vanguard Domestic Equity ETF Fund,842186795.91,4642599.32
4965,LVIP Vanguard International Equity ETF Fund,529468504.37,1013233.95
4966,LVIP Wellington Capital Growth Fund,609016139.89,478936.14
4967,LVIP Wellington SMID Cap Value Fund,301430265.23,264114.95
4968,LVIP Western Asset Core Bond Fund,2246387392.34,355371769.04
4969,LYRICAL INTERNATIONAL VALUE EQUITY FUND,2251328.23,26758.53
4970,LYRICAL U.S. VALUE EQUITY FUND,699101907.45,36021676.79
4971,Ladenburg Aggressive Growth Fund,41413673.26,57874.37
4972,Ladenburg Growth & Income Fund,147052396.69,167546.81
4973,Ladenburg Growth Fund,95155650,88396.08
4974,Ladenburg Income & Growth Fund,57905909.36,64035.34
4975,Large Cap Blend Portfolio,196059395.41,140663.93
4976,Large Cap Core Stock Portfolio,566739898.06,237415.32
4977,Large Cap Equity Fund,1771317002.2,5709444.819999999
4978,Large Cap Growth Fund,177026635.66,456636.81
4979,Large Cap Index Master Portfolio,26240587812.33,3623408636.35
4980,Large Cap Value Fund,204879196.63,137375.23
4981,Large Capital Growth Fund,687183588.14,962011.87
4982,Large Company Growth Portfolio,200848521.86,2328099.33
4983,Large Company Value Portfolio,322653768.26,712241.76
4984,Large-Cap Core Portfolio,1024237573.61,5173841.34
4985,Large-Cap Growth Portfolio,784671770.1,677625.71
4986,Large-Cap Value Portfolio,1128472454.26,843072.17
4987,LargeCap Growth Account I,440036078,394358.63
4988,LargeCap Growth Fund I,9949568686.11,25186186.72
4989,LargeCap S&P 500 Index Account,2559179388.31,810934.3
4990,LargeCap S&P 500 Index Fund,5761417572.07,1535446.72
4991,LargeCap Value Fund III,2726488301.77,2646339.12
4992,Lazard Developing Markets Equity Portfolio,97567291.19,126787.81
4993,Lazard Emerging Markets Core Equity Portfolio,91538304.51,1005101.99
4994,Lazard Emerging Markets Equity Portfolio,2558024813.1,3978581.98
4995,Lazard Emerging Markets Strategic Equity Portfolio,44616424.81,73340.76
4996,Lazard Global Equity Select Portfolio,92953185.15,90907.77
4997,Lazard Global Fixed Income Portfolio,4842800.74,602103.69
4998,Lazard Global Listed Infrastructure Portfolio,8153981002.14,20045804.45
4999,Lazard Global Strategic Equity Portfolio,12652307.4,38330.74
5000,Lazard International Equity Advantage Portfolio,2583248.86,22582.77
5001,Lazard International Equity Portfolio,1008917823.96,18097280.06
5002,Lazard International Equity Select Portfolio,54659771.73,71199.65
5003,Lazard International Quality Growth Portfolio,117921934.36,6734635.13
5004,Lazard International Strategic Equity Portfolio,4599829800.85,11703512.33
5005,Lazard Managed Equity Volatility Portfolio,28875554.31,81658.98
5006,Lazard Opportunistic Strategies Portfolio,55745718.01,226538.68
5007,Lazard Retirement Emerging Markets Equity Portfolio,301810664.38,538726.43
5008,Lazard Retirement Global Dynamic Multi-Asset Portfolio,267780614.79,3296231.53
5009,Lazard Retirement International Equity Portfolio,110944977.45,150039.57
5010,Lazard Retirement US Small-Mid Cap Equity Portfolio,38262291.12,64014.74
5011,Lazard US Convertibles Portfolio,5000000,0
5012,Lazard US Corporate Income Portfolio,222369001.42,958610.58
5013,Lazard US Equity Concentrated Portfolio,1221646463.08,921514.9
5014,Lazard US Short Duration Fixed Income Portfolio,58721714.42,93151
5015,Lazard US Sustainable Equity Portfolio,12788202.75,29653.15
5016,Lazard US Systematic Small Cap Equity Portfolio,24904931,16907.99
5017,Leader High Quality Floating Rate Fund,47331234,1884023
5018,Leadershares Alphafactor Tactical Focused ETF,184575625.79,127599
5019,Leadershares Alphafactor US Core Equity ETF,160008786.76,74132.8
5020,Leadershares Dynamic Yield ETF,101794399.97,150101.8
5021,Leadershares Equity Skew ETF,130046320.63,46465.96
5022,Leatherback Long/Short Alternative Yield ETF,84454018.87,22527858.87
5023,Legal & General Cash Flow Matched Bond Fund,24020208.87,32178.95
5024,Legal & General Global Developed Equity Index Fund,23025655.7,45349.56
5025,Legal & General Long Duration U.S. Credit Fund,40621514.36,106618.66
5026,Legal & General U.S. Credit Fund,20905519.81,125757.95
5027,Leisure Fund,3751768.9,15296.95
5028,Leuthold Core Investment Fund,604414878.37,87852104.49
5029,Leuthold Global Fund,29554325.23,4335427.4
5030,Leuthold Select Industries Fund,13137774.09,44003.35
5031,Liberty All-Star Equity Fund,1606823475.7,40824470.78
5032,Liberty All-Star Growth Fund,304989393.39,6036360.51
5033,LifeGoal Conservative Wealth Builder ETF,3157366.84,42476.48
5034,LifeGoal Home Down Payment Investment ETF,1115044.45,38411.1
5035,LifeGoal Wealth Builder ETF,5780929.31,42230.87
5036,Lifestyle Balanced Portfolio,898927466.66,67040.25
5037,Lifestyle Conservative Portfolio,165275815.86,20663.15
5038,Lifestyle Growth Portfolio,4874395141.92,237538.05
5039,Lifestyle Moderate Portfolio,274752005.24,25220.47
5040,Limited Duration Fund,41358408.83,149293.7
5041,Lincoln Nasdaq-100 Buffer Fund Dec,2593092.57,395783.45
5042,Lincoln Nasdaq-100 Buffer Fund Jun,2824369.99,375040.72
5043,Lincoln Nasdaq-100 Buffer Fund Sep,3124924.97,457548.31
5044,Lincoln S&P 500 Buffer Fund Aug,3665257.33,420962.81
5045,Lincoln S&P 500 Buffer Fund Feb,3756950.36,349823.72
5046,Lincoln S&P 500 Buffer Fund May,3694162.66,365717.35
5047,Lincoln S&P 500 Buffer Fund Nov,3652242.31,414427.22
5048,Lincoln S&P 500 Ultra Buffer Fund Aug,6285313.7,498620.97
5049,Lincoln S&P 500 Ultra Buffer Fund Feb,3287244.34,243060.97
5050,Lincoln S&P 500 Ultra Buffer Fund May,5029831.55,426536.84
5051,Lind Capital Partners Municipal Credit Income Fund,16298775.2,121450.72
5052,LoCorr Dynamic Equity Fund,104262913.14,24383873.01
5053,LoCorr Long/Short Commodities Strategy Fund,1360544275.52,2503464.13
5054,LoCorr Macro Strategies Fund,2377503720.53,10327262.36
5055,LoCorr Market Trend Fund,509305273.92,2922993.33
5056,LoCorr Spectrum Income Fund,118666797.42,2661517.22
5057,Logan Capital Broad Innovative Growth ETF,48307749.62,85708.37
5058,Loncar Cancer Immunotherapy ETF,22445456,14410.85
5059,Long Short Equity Fund,37231609.39,127480.95000000001
5060,Long-Term US Government Bond Portfolio,506537559.36,306312857.12
5061,Longboard Alternative Growth Fund,109326339.01,174561.08
5062,Longboard Managed Futures Strategy,65934148.34,33810558.09
5063,Longleaf Partners Fund,1237558133,1187077
5064,Longleaf Partners Global Fund,225586836,291605
5065,Longleaf Partners International Fund,693312912,856582
5066,Loomis Sayles Bond Fund,5111187110,5446329.11
5067,Loomis Sayles Core Plus Bond Fund,5949871968.84,126317437.6
5068,Loomis Sayles Credit Income Fund,20774300.31,57401.51
5069,Loomis Sayles Fixed Income Fund,412365411.87,505472.66
5070,Loomis Sayles Global Allocation Fund,2758467373.91,4024742.33
5071,Loomis Sayles Global Allocation Portfolio,362109392.5,3239777.31
5072,Loomis Sayles Global Bond Fund,524290378.02,1105111.96
5073,Loomis Sayles Global Growth Fund,95411718.44,183620.5
5074,Loomis Sayles Growth Fund,8292266321.1,54251894.19
5075,Loomis Sayles Growth Portfolio,2625685073.31,160854012.94
