SERIES_NAME,TotalLiabilities,TotalAssets
Nuveen Mid Cap Value Fund,636763.0,470173807.0
Nuveen Minnesota Municipal Bond Fund,5063968.0,541824718.0
Nuveen Minnesota Quality Municipal Income Fund,50126348.0,123292449.0
Nuveen Missouri Quality Municipal Income Fund,18724712.0,45744626.0
Nuveen Mortgage and Income Fund,13116190.0,116383575.0
Nuveen Multi Cap Value Fund,243413.0,88824584.0
Nuveen Multi-Asset Income Fund,186553394.0,634843111.0
Nuveen Multi-Market Income Fund,739566.0,60785015.0
Nuveen Municipal Credit Opportunities Fund,479182220.0,1157121981.0
Nuveen Nebraska Municipal Bond Fund,337444.0,105400576.0
Nuveen New Jersey Municipal Bond Fund,10196644.0,440609885.0
Nuveen New Mexico Municipal Bond Fund,276751.0,77631846.0
Nuveen New York AMT-Free Quality Municipal Income Fund,716171357.0,1751368771.0
Nuveen New York Municipal Bond Fund,12241926.0,1188213002.0
Nuveen North Carolina Municipal Bond Fund,4859777.0,553760592.0
Nuveen Ohio Municipal Bond Fund,3156621.0,608249948.0
Nuveen Ohio Quality Municipal Income Fund,167172154.0,431942746.0
Nuveen Oregon Intermediate Municipal Bond Fund,596409.0,193017294.0
Nuveen Pennsylvania Quality Municipal Income Fund,332331628.0,828573179.0
Nuveen Preferred & Income Opportunities Fund,408040502.0,1289025032.0
Nuveen Preferred & Income Securities Fund,744767522.0,2436151458.0
Nuveen Preferred Securities and Income Fund,104930719.0,5046333566.0
Nuveen Preferred Securities and Income Managed Accounts Portfolio,102928.0,16269575.0
Nuveen Preferred and Income Fund,44218121.0,135875939.0
Nuveen Preferred and Income Term Fund,203296965.0,679359800.0
Nuveen Quality Municipal Income Fund,2023860818.0,5148833379.0
Nuveen Real Asset Income and Growth Fund,168876335.0,541325127.0
Nuveen Real Estate Income Fund,105460821.0,339957576.0
Nuveen Real Estate Securities Fund,3564428.0,1058436910.0
Nuveen S&P 500 Buy-Write Income Fund,41072482.0,1349826983.0
Nuveen Securitized Credit Managed Accounts Portfolio,303749.0,21422156.0
Nuveen Select Maturities Municipal Fund,207660.0,123054971.0
Nuveen Senior Income Fund,151912057.0,361697899.0
Nuveen Short Duration Credit Opportunities Fund,99919982.0,238436414.0
Nuveen Short Term Municipal Bond Fund,4987605.0,819868227.0
Nuveen Short-Term REIT ETF,127423.0,66936744.0
Nuveen Small Cap Growth Opportunities Fund,1275184.0,179672335.0
Nuveen Small Cap Value Opportunities Fund,328457.0,177026027.0
Nuveen Small-Cap Select ETF,152160.0,6057903.0
Nuveen Small/Mid Cap Value Fund,43742.0,38412647.0
Nuveen Strategic Income Fund,14785511.0,667092651.0
Nuveen Strategic Municipal Opportunities Fund,13394453.0,1094726377.0
Nuveen Taxable Municipal Income Fund,38583291.0,516767658.0
Nuveen Variable Rate Preferred & Income Fund,248472900.0,754831299.0
Nuveen Virginia Municipal Bond Fund,1756932.0,493059526.0
Nuveen Virginia Quality Municipal Income Fund,152836310.0,372065817.0
Nuveen Winslow Large-Cap Growth ESG ETF,52206.0,4955374.0
Nuveen Wisconsin Municipal Bond Fund,8551510.0,108416670.0
O'Shaughnessy Market Leaders Value Fund,377683.84,253628232.68
OAKHURST FIXED INCOME FUND,852927.55,117336635.94
OAKHURST SHORT DURATION BOND FUND,806094.47,46476796.97
OAKHURST SHORT DURATION HIGH YIELD CREDIT FUND,644901.17,61712912.53
OCM MUTUAL FUND,142374.28,53534545.26
"OFS Credit Company, Inc.",65380437.17,166705892.43
ON AB Mid Cap Core Portfolio,126693.88,77954698.8
ON AB Small Cap Portfolio,170203.06,113695996.32
ON Balanced Model Portfolio,332595.65,788415104.29
ON BlackRock Advantage International Equity Portfolio,540376.06,357006570.36
ON BlackRock Advantage Large Cap Core Portfolio,337137.56,313530988.86
ON BlackRock Advantage Large Cap Growth Portfolio,584219.55,374493436.91
ON BlackRock Advantage Large Cap Value Portfolio,247856.93,200276364.97
ON BlackRock Advantage Small Cap Growth Portfolio,170981.0,134747838.01
ON BlackRock Balanced Allocation Portfolio,333197.51,419190806.15
ON Bond Portfolio,134241.21,221513470.86
ON Federated High Income Bond Portfolio,116884.07,123609756.55
ON Growth Model Portfolio,143829.48,331098507.39
ON Janus Henderson Forty Portfolio,114840.14,44248482.19
ON Moderate Growth Model Portfolio,521315.08,1445841449.0
ON Moderately Conservative Model Portfolio,104384.07,214006278.49
ON Nasdaq-100 Index Portfolio,183929.9,206690985.76
ON Risk Managed Balanced Portfolio,40621944.69,1179772181.75
ON S&P 500 Index Portfolio,832312.18,1020758758.75
ON S&P MidCap 400 Index Portfolio,193095.25,370883994.02
ON iShares Managed Risk Balanced Portfolio,1493007.7,613132740.74
ON iShares Managed Risk Growth Portfolio,1295689.25,427882102.88
ON iShares Managed Risk Moderate Growth Portfolio,1589383.37,492728606.34
ONEASCENT CORE PLUS BOND ETF,360151.51,101409294.17
ONEASCENT EMERGING MARKETS ETF,14986.34,23364160.05
ONEASCENT INTERNATIONAL EQUITY ETF,37727.19,55586423.1
ONEASCENT LARGE CAP CORE ETF,39534.96,57977344.06
OTG LATIN AMERICA FUND,15323.54,14386887.49
Oakhurst Strategic Defined Risk Fund,3579783.83,90974093.35
Oakmark Bond Fund,184235.36,89374246.46
Oakmark Equity and Income Fund,26036726.75,6166817584.41
Oakmark Fund,68903754.49,14519655204.25
Oakmark Global Fund,1958663.89,1155953206.55
Oakmark International Fund,27153602.57,18856137307.08
Oakmark International Small Cap Fund,12721198.44,1456356823.46
Oakmark Select Fund,2554898.73,4292032801.85
Oaktree Diversified Income Fund Inc.,29976472.19,181611915.81
Oberweis Emerging Markets Fund,101929.0,12683371.49
Oberweis Focused International Growth Fund,27340.47,5098385.17
Oberweis Global Opportunities Fund,96358.99,51895264.57
Oberweis International Opportunities Fund,286333.57,145608984.34
Oberweis International Opportunities Institutional Fund,442583.38,392093269.98
Oberweis Micro-Cap Fund,225308.62,168851951.97
Oberweis Small-Cap Opportunities Fund,2679462.15,157591241.34
Oklahoma Municipal Fund,187643.84,57947700.65
Old Westbury California Municipal Bond Fund,3139625.85,332884975.33
Old Westbury Credit Income Fund,43113791.24,2277094990.92
Old Westbury Fixed Income Fund,794061.56,1420446987.42
Old Westbury Large Cap Strategies Fund,31970678.35,20584224111.63
Omni Tax-Managed Small-Cap Value Fund,33787689.08,829290814.84
OnTrack Core Fund,299360.37,120379192.51
One Choice 2025 Portfolio,1142001.74,1862525228.38
One Choice 2030 Portfolio,1079577.29,1739917768.69
One Choice 2035 Portfolio,1308570.63,2016168306.94
One Choice 2045 Portfolio,1053027.34,1507231946.19
One Choice 2055 Portfolio,537923.74,755895697.48
One Choice 2060 Portfolio,252536.1,346328819.54
One Choice 2065 Portfolio,28014.03,39936951.86
One Choice Blend+ 2015 Portfolio,839.36,3961539.01
One Choice Blend+ 2020 Portfolio,2592.29,12015570.21
One Choice Blend+ 2025 Portfolio,5826.27,25712420.96
One Choice Blend+ 2035 Portfolio,6090.03,26691235.43
One Choice Blend+ 2040 Portfolio,5501.04,25467527.84
One Choice Blend+ 2050 Portfolio,4421.92,20374967.25
One Choice Blend+ 2055 Portfolio,2547.13,11754173.65
One Choice Blend+ 2060 Portfolio,1612.09,7097630.12
One Choice In Retirement Portfolio,1153421.99,1918542477.84
One Choice Portfolio: Aggressive,7105.35,895367487.54
One Choice Portfolio: Conservative,4510.61,1186153347.09
One Choice Portfolio: Moderate,3337.74,1805267713.54
One Choice Portfolio: Very Aggressive,2266.89,334162538.52
One Rock Fund,960917.11,9899075.49
Opportunistic Credit Fund,18112596.88,587116264.18
Opportunistic Credit Interval Fund,2449864.33,12054723.83
Opportunistic Fixed Income Fund,24797355.0,132452294.53
Opportunistic Fixed Income Trust,28535887.77,188309317.89
Opportunistic Municipal Fund,537400.1,124022780.99
Opportunistic Small Cap Portfolio,278788.07,270750773.98
Opportunity Trust,213962062.01,1346621312.15
Optica Rare Earths & Critical Materials ETF,1597.96,2407518.88
Optima Strategic Credit Fund,437901.99,51791711.76
Optimize AI Smart Sentiment Event-Driven ETF,267885.17,782223.92
Optimum Fixed Income Fund,717322568.68,3119537918.13
Optimum International Fund,2331989.96,568059850.78
Optimum Large Cap Growth Fund,3605437.43,1563016367.58
Optimum Small-Mid Cap Value Fund,1576344.18,621869730.31
Origin Emerging Markets Fund,26291237.95,2365831986.0
Osterweis Emerging Opportunity Fund,260147.08,174497705.39
Osterweis Growth & Income Fund,177034.15,145192110.34
Osterweis Short Duration Credit Fund,558502.77,185827653.01
Osterweis Sustainable Credit Fund,59854.65,6671855.39
Otter Creek Long/Short Opportunity Fund,73524333.07,266757200.42
Overlay A Portfolio,7749958.68,1312771986.28
Overlay B Portfolio,44409123.7,909775018.83
Overlay Shares Core Bond ETF,1175700.51,52658810.19
Overlay Shares Hedged Large Cap Equity ETF,199266.69,23905555.45
Overlay Shares Large Cap Equity ETF,4196999.83,263723037.16
Overlay Shares Municipal Bond ETF,194069.13,16115578.46
Overlay Shares Short Term Bond ETF,917959.36,56410884.96
Overlay Shares Small Cap Equity ETF,100182.81,7944807.39
Overseas Fund,8461077.64,2187875174.72
Overseas SMA Completion Portfolio,19048.65,5218154.24
Overseas Series,713445.94,616147064.9
PACE Alternative Strategies Investments,133369535.61,487585029.7
PACE Global Fixed Income Investments,4537704.22,226070681.09
PACE High Yield Investments,2861369.07,222567241.42
PACE Intermediate Fixed Income Investments,18126355.84,250549410.81
PACE International Emerging Markets Equity Investments,16818267.0,299986695.15
PACE International Equity Investments,119090122.4,889015011.45
PACE Large Co Growth Equity Investments,6539099.12,730568588.72
PACE Large Co Value Equity Investments,3241957.88,895765881.31
PACE Mortgage-Backed Securities Fixed Income Investments,451441005.25,674729143.25
PACE Municipal Fixed Income Investments,1404368.2,231693739.63
PACE Small/Medium Co Value Equity Investments,18835527.88,372664189.39
PACE Strategic Fixed Income Investments,70780623.96,571430583.89
PAPP SMALL & MID-CAP GROWTH FUND,31850.09,40966601.46
PAYSON TOTAL RETURN FUND,1048514.02,253947589.77
PD 1-3 Year Corporate Bond Portfolio,3427579.48,172084986.4
PD Emerging Markets Index Portfolio,379801.74,103936944.65
PD High Yield Bond Market Portfolio,297007.45,362607119.3
PD International Large-Cap Index Portfolio,512251.4,640815259.93
PD Large-Cap Growth Index Portfolio,903269.84,839898076.56
PD Mid-Cap Index Portfolio,340981.34,409751525.31
PD Small-Cap Growth Index Portfolio,62206.35,68079859.69
PD Small-Cap Value Index Portfolio,252472.05,137284566.37
PENNSYLVANIA MUNICIPAL BOND FUND,1142506.83,156489774.92
PF Emerging Markets Debt Fund,319970.13,30676923.47
PF Growth Fund,82840.78,69574248.57
PF Inflation Managed Fund,3072530.37,37289490.27
PF International Growth Fund,76396.72,18860451.22
PF International Small-Cap Fund,61656.93,16827779.29
PF International Value Fund,187251.23,50663484.11
PF Large-Cap Value Fund,190763.43,165935644.0
PF Multi-Asset Fund,52000247.69,861126151.94
PF Real Estate Fund,46531.68,38681091.98
PF Short Duration Bond Fund,755648.97,204017185.24
PF Small-Cap Growth Fund,99067.29,19434974.29
PF Small-Cap Value Fund,96642.45,36141221.39
PFG Active Core Bond Strategy Fund,216154.95,115594472.2
PFG American Funds Conservative Income Strategy Fund,412236.21,198832301.12
PFG American Funds Growth Strategy Fund,1182721.75,561579258.17
PFG BNY Mellon Diversifier Strategy Fund,17219994.75,169998596.7
PFG BR Equity ESG Strategy Fund,284837.92,122358910.81
PFG Fidelity Institutional AM Equity Index Strategy Fund,1118101.41,227707364.12
PFG Fidelity Institutional AM Equity Sector Strategy Fund,1915610.3,282662426.49
PFG JP Morgan Tactical Aggressive Strategy Fund,489724.95,251086867.48
PFG JP Morgan Tactical Moderate Strategy Fund,324690.83,170603035.71
PFG Janus Henderson Balanced Strategy,530711.05,269638092.32
PFG MFS Aggressive Growth Strategy Fund,139155.18,82230958.93
PFG Tactical Income Strategy Fund,215817.14,118473199.75
PFM Multi-Manager Domestic Equity Fund,462151.02,866738653.82
PFM Multi-Manager International Equity Fund,759293.7,687409901.28
PGIM 60/40 Allocation Fund,25599.33,87534185.12
PGIM Absolute Return Bond Fund,204225479.34,1545894857.61
PGIM Active Aggregate Bond ETF,2918963.45,44822105.62
PGIM Balanced Fund,66252898.42,964154963.2
PGIM California Muni Income Fund,3977260.22,217959948.99
PGIM Core Bond Fund,218357808.81,1698067926.06
PGIM Core Conservative Bond Fund,1410621.33,52258480.83
PGIM Core Short-Term Bond Fund,66111060.38,2767767752.66
PGIM Corporate Bond Fund,162172.79,29554584.7
PGIM ESG High Yield Fund,167282.77,22728446.68
PGIM ESG Total Return Bond Fund,2766330.56,25451210.99
PGIM Emerging Markets Debt Hard Currency Fund,6402782.44,202138224.83
PGIM Floating Rate Income Fund,289843881.2,3483148954.29
PGIM Global Dynamic Bond Fund,2539784.49,45717209.06
PGIM Global Real Estate Fund,60396206.19,1052326492.61
PGIM Global Total Return (USD Hedged) Fund,1108784.97,83132302.25
PGIM Global Total Return Fund,161207346.69,3413738611.68
PGIM Government Income Fund,71130322.29,552949032.75
"PGIM High Yield Bond Fund, Inc.",127517668.68,594066131.79
PGIM High Yield Fund,2669877409.51,21350616791.14
PGIM Income Builder Fund,14392659.3,276417701.45
PGIM Jennison Diversified Growth Fund,32958776.64,268860375.18
PGIM Jennison Financial Services Fund,435244.15,140836096.02
PGIM Jennison Focused Growth Fund,122702337.29,1345477482.04
PGIM Jennison Global Infrastructure Fund,455308.59,60756790.8
PGIM Jennison Global Opportunities Fund,104048014.75,4694359115.46
PGIM Jennison Growth Fund,466906558.71,5319725226.52
PGIM Jennison Health Sciences Fund,93081130.29,1769645838.33
PGIM Jennison International Opportunities Fund,15936251.89,4111930974.5
PGIM Jennison International Small-Mid Cap Opportunities Fund,61453.22,3719434.03
PGIM Jennison Mid-Cap Growth Fund,309291869.7,2392013040.68
PGIM Jennison Natural Resources Fund,141751653.42,1040433344.85
PGIM Jennison NextGeneration Global Opportunities Fund,34473.96,5543298.15
PGIM Jennison Rising Dividend Fund,2257214.13,210237125.88
PGIM Jennison Small Company Fund,554058203.63,3310007882.33
PGIM Jennison Technology Fund,51573.58,17487243.56
PGIM Jennison Utility Fund,60528343.36,3694801218.52
PGIM Jennison Value Fund,2094088.23,507007932.69
PGIM Muni High Income Fund,16453169.72,725721479.37
PGIM National Muni Fund,7154354.63,881900410.2
PGIM Quant Solutions Emerging Markets Equity Fund,116085.32,39360671.3
PGIM Quant Solutions International Developed Markets Index Fund,503195.5,69003058.7
PGIM Quant Solutions International Equity Fund,2341812.44,204760773.94
PGIM Quant Solutions Large-Cap Core Fund,12945069.2,716880638.25
PGIM Quant Solutions Mid-Cap Core Fund,43412.38,13232949.02
PGIM Quant Solutions Mid-Cap Value Fund,30242678.25,252975961.47
PGIM Quant Solutions Small-Cap Value Fund,100914357.94,553599136.68
PGIM Quant Solutions Stock Index Fund,14382596.45,662989745.21
PGIM Quant Solutions Strategic Alpha International Equity ETF,7670.77,33894177.81
PGIM Quant Solutions US Broad Market Index Fund,130414.69,42172405.77
PGIM Real Assets Fund,390862.11,154965824.47
PGIM Real Estate Income Fund,401546.96,26255025.98
PGIM Securitized Credit Fund,814547.6,71504517.15
PGIM Select Real Estate Fund,2052413.99,292116417.71
PGIM Short Duration High Yield Income Fund,506160911.2,5267826023.78
PGIM Short Duration High Yield Opportunities Fund,92137920.48,518017628.82
PGIM Short Duration Multi-Sector Bond Fund,84729771.2,3157213750.32
PGIM Short Duration Muni Fund,4764537.21,244632631.19
PGIM Short-Term Corporate Bond Fund,286495364.48,10003409770.29
PGIM TIPS Fund,54937.83,88669958.58
PGIM Total Return Bond ETF,11978989.5,80741100.55
PGIM Total Return Bond Fund,10700338439.86,50718855919.81
PGIM US Real Estate Fund,1680105.01,66319945.12
PGIM Ultra Short Bond ETF,86936150.59,3355909330.86
PGIM Wadhwani Systematic Absolute Return Fund,379089.24,45367163.42
PIA BBB Bond Fund,89269.54,222465795.91
PIA High Yield Fund,150667.98,50154525.71
PIA High Yield MACS Fund,67860.59,124260284.19
PIA MBS Bond Fund,1477576.57,55792417.38
PIMCO 0-5 Year High Yield Corporate Bond Index Exchange-Traded Fund,46487783.15,1374039724.68
PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,23801250.09,1154430121.4
PIMCO ABS and Short-Term Investments Portfolio,3214906066.56,7414915240.12
PIMCO Active Bond Exchange-Traded Fund,1497889094.23,4709751572.84
PIMCO All Asset All Authority Fund,1101707063.53,3490579899.94
PIMCO All Asset Fund,151465135.41,13879835064.43
PIMCO All Asset Portfolio,188227.48,286337456.63
PIMCO All Asset: Multi-RAE PLUS Fund,1207517972.29,4101773558.1
PIMCO All Asset: Multi-Real Fund,2992915686.07,5434905031.23
PIMCO Balanced Allocation Portfolio,102772681.35,270485189.62
PIMCO California Intermediate Municipal Bond Fund,2773954.78,143557697.82
PIMCO California Municipal Bond Fund,819862.24,118998009.72
PIMCO California Municipal Opportunistic Value Fund,812578.89,221385596.78
PIMCO California Short Duration Municipal Income Fund,445493.11,197749382.91
PIMCO Climate Bond Fund,323497.47,11911726.23
PIMCO CommoditiesPLUS Strategy Fund,2353629665.02,6379665167.24
PIMCO CommodityRealReturn Strategy Fund,2634079775.13,9190803620.96
PIMCO CommodityRealReturn Strategy Portfolio,339372380.41,871550620.42
PIMCO Diversified Income Fund,639456232.15,4260919798.21
PIMCO Dividend and Income Fund,75277089.79,240701549.65
PIMCO Dynamic Bond Fund,780513109.77,3372634452.42
PIMCO Dynamic Bond Portfolio,24002450.18,104465245.11
PIMCO ESG Income Fund,151773519.67,391586381.81
PIMCO Emerging Markets Bond Fund,347097551.36,3141780720.19
PIMCO Emerging Markets Bond Portfolio,15700734.86,213346850.27
PIMCO Emerging Markets Currency and Short-Term Investments Fund,61629423.99,603442064.27
